input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue,directors_other,cast_other,keywords_other
Celeste & Jesse Forever,Unknown,True,84184,Celeste & Jesse Forever,2012-08-03,91.0,Comedy; Drama; Romance,,Rashida Jones; Andy Samberg; Ari Graynor; Eric Christian Olsen; Chris Messina; Emma Roberts; Elijah Wood; Janel Parrish,relationship problems; divorce; mumblecore; friends in love,Team Todd; Envision Media Arts,en,0.0,3094813.0,Lee Toland Krieger,Rebecca Dayan; Sarah Haskins,
Challengers,Unknown,True,937287,Challengers,2024-04-18,132.0,Drama; Romance,Luca Guadagnino,Zendaya,infidelity; husband wife relationship; love triangle; sports; tennis; competition; eroticism; atlanta; tennis player; male friendship; rivalry; interracial marriage; ex-boyfriend ex-girlfriend relationship; aggressive; prodigy; tennis pro; 2000s; 2010s; gay theme; power dynamics; tense; ambiguous; disgusted,Pascal Pictures; Why Are You Acting? Productions; Frenesy Film; Metro-Goldwyn-Mayer,en,55000000.0,94182533.0,,Mike Faist; Josh O'Connor; Darnell Appling; Bryan Doo; Shane T Harris; Nada Despotovich; Joan Mcshane; Chris Fowler; Mary Joe Fernández,"tennis court; knee injury; new rochelle, new york; codependency; female coach; psychosexual; sports drama"
Certain Women,Unknown,True,340487,Certain Women,2016-09-25,107.0,Drama,Kelly Reichardt,Laura Dern; Kristen Stewart; Michelle Williams; Lily Gladstone; James Le Gros; Jared Harris; René Auberjonois; John Getz,montana; loneliness; rural area; love affair; woman director; dysfunctional relationship,filmscience,en,2000000.0,1215691.0,,Sara Rodier; Ashlie Atkinson,flirting; woman lawyer
Certified Copy,Unknown,True,48303,Certified Copy,2010-05-19,106.0,Drama; Romance,Abbas Kiarostami,Juliette Binoche,estranged father,MK2 Films; BiBi Film; Artémis Productions; France 3 Cinéma,fr,7000000.0,7736632.0,,William Shimell; Jean-Claude Carrière; Agathe Natanson; Gianna Giachetti; Adrian Moore; Angelo Barbagallo; Andrea Laurenzi; Filippo Trojano; Manuela Balsinelli,"wedding anniversary; italian art; tuscany, italy; pair of earrings"
Cha Cha Real Smooth,Unknown,True,814340,Cha Cha Real Smooth,2022-06-17,108.0,Comedy; Drama; Romance,,Dakota Johnson; Leslie Mann; Raúl Castillo; Odeya Rush; Brad Garrett,new jersey; autism; bar mitzvah; late coming of age; mother son relationship; brother brother relationship,Picturestart; TeaTime Pictures; Endeavor Content,en,0.0,0.0,Cooper Raiff,Cooper Raiff; Vanessa Burghardt; Evan Assante; Javien Mercado; Amara Pedroso,
Changing Lanes,Unknown,True,1537,Changing Lanes,2002-04-07,98.0,Thriller; Action; Drama,Roger Michell,Ben Affleck; Samuel L. Jackson; Toni Collette; Sydney Pollack; William Hurt; Amanda Peet; Richard Jenkins; Dylan Baker; John Benjamin Hickey,new york city; custody battle; revenge; lawyer; car accident; road rage; legal thriller,Paramount Pictures; Scott Rudin Productions; Senator International,en,45000000.0,94935764.0,,Kim Staunton,die hard scenario; alcoholics anonymous; personal vendetta
Chaos Walking,Unknown,True,412656,Chaos Walking,2021-02-24,109.0,Fantasy; Science Fiction; Adventure,Doug Liman,Tom Holland; Daisy Ridley; Mads Mikkelsen; Demián Bichir; David Oyelowo; Cynthia Erivo; Nick Jonas; Ray McKinnon,based on novel or book; dystopia; post-apocalyptic future; unassuming; based on young adult novel; derisive,Quadrant Pictures; Lionsgate; Bron Studios; 3 Arts Entertainment; TIK Films; Hercules Film Fund; Allison Shearmur Productions; Creative Wealth Media Finance,en,125000000.0,26508132.0,,Kurt Sutter; Bethany Anne Lind,
Chaplin,Unknown,True,10435,Chaplin,1992-12-17,143.0,Drama,,Robert Downey Jr.; Geraldine Chaplin; Moira Kelly; Anthony Hopkins; Dan Aykroyd; Marisa Tomei; Penelope Ann Miller; Kevin Kline,escape; politics; success; biography; based on true story; family; mccarthyism; 1920s; 1900s,Carolco Pictures; RCS Video; Lambeth; Japan Satellite Broadcasting; Le Studio Canal+; TriStar Pictures,en,31000000.0,9493259.0,Richard Attenborough,Paul Rhys; John Thaw,
Champions,2023.0,True,933419,Champions,2023-03-09,124.0,Comedy; Drama,Bobby Farrelly,Woody Harrelson; Cheech Marin; Ernie Hudson,basketball; basketball team; aftercreditsstinger; duringcreditsstinger; basketball coach; lighthearted,Gold Circle Films; Focus Features,en,0.0,9263009.0,,Kaitlin Olson; Matt Cook; Madison Tevlin; Joshua Felder; Kevin Iannucci; Ashton Gunning; Matthew Von Der Ahe,special olympics; special needs
Charade,Unknown,True,4808,Charade,1963-12-01,113.0,Comedy; Mystery; Romance,Stanley Donen,Cary Grant; Audrey Hepburn; Walter Matthau; James Coburn; George Kennedy,"central intelligence agency (cia); paris, france; espionage; age difference; loss of loved one; widow; spy; interpreter; stamp; caper; whodunit; train; screwball comedy; caper comedy; alps mountains; notre dame cathedral; american spy",Stanley Donen Films; Universal Pictures,en,4000000.0,13475000.0,,Dominique Minot; Ned Glass; Jacques Marin; Paul Bonifas; Thomas Chelimsky,alias
Chainsaw Man,2022.0,True,1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,0.0,Animation; Action; Horror; Fantasy,,Natsuki Hanae,supernatural; secret organization; sequel; chainsaw; based on manga; demon; adult animation; shounen; anime,MAPPA,ja,0.0,0.0,Tatsuya Yoshihara,Kikunosuke Toya; Reina Ueda; Shiori Izawa; Tomori Kusunoki; Shogo Sakata; Fairouz Ai; Karin Takahashi; Yuuya Uchida; Maaya Uchida,
Changeling,Unknown,True,3580,Changeling,2008-10-24,141.0,Crime; Drama; Mystery,Clint Eastwood,Angelina Jolie; John Malkovich; Jeffrey Donovan; Michael Kelly; Colm Feore; Amy Ryan; Denis O'Hare,"biography; based on true story; child in peril; police corruption; los angeles, california; single mother; missing child; mental asylum; mental hospital; 1920s; missing son; mother son relationship; child abduction; apathetic",Universal Pictures; Imagine Entertainment; Relativity Media; Malpaso Productions,en,55000000.0,113400000.0,,Jason Butler Harner; Geoff Pierson; Frank Wood,clergyman; street urchin; shock treatment; desperate woman; disbelieving cop; telephone switchboard operator; female hysteria; police coverup
Charli XCX: Alone Together,Unknown,True,795612,Charli XCX: Alone Together,2022-04-14,67.0,Documentary; Music,,,Unknown,Cottage; Dangerous Baby Productions; Snoot Entertainment,en,0.0,0.0,Bradley Bell; Pablo Jones-Soler,Charli xcx; Huck Kwong; A. G. Cook; Sam Pringle; Twiggy Rowley; Shameera Aitchison; Jon Aitchison; Clairo; Diplo; Ashnikko,
Charlie St. Cloud,Unknown,True,37950,Charlie St. Cloud,2010-07-30,99.0,Drama; Romance,Burr Steers,Zac Efron; Charlie Tahan; Amanda Crew; Donal Logue; Kim Basinger; Ray Liotta; Dave Franco,sibling relationship; based on novel or book; sailing; ghost; young adult,Marc Platt Productions; Universal Pictures; Relativity Media,en,44000000.0,48200000.0,,Augustus Prew; Matt Ward; Miles Chalmers,
Charlie's Angels,Unknown,True,458897,Charlie's Angels,2019-11-14,118.0,Action; Adventure; Comedy,Elizabeth Banks,Kristen Stewart; Naomi Scott; Elizabeth Banks; Patrick Stewart; Djimon Hounsou; Sam Claflin; Jonathan Tucker; Nat Faxon; Chris Pang,"training; betrayal; female protagonist; scientist; agent; female agent; undercover operation; hamburg, germany; duringcreditsstinger; woman director; hand to hand combat; istanbul, turkey; based on tv series",Columbia Pictures; Brownstone Productions; 2.0 Entertainment; The Cantillon Company,en,48000000.0,73279888.0,,Ella Balinska,high technology; new recruit
Chariots of Fire,Unknown,True,9443,Chariots of Fire,1981-05-15,123.0,Drama; History,,Alice Krige; Ian Holm; John Gielgud,underdog; sports; scotland; missionary; olympic games; jewry; patriotism; mayor; ambition; based on true story; olympic athlete; cambridge university; dramatic; celebratory; dignified; powerful,Enigma Productions; Allied Stars; 20th Century Fox,en,5500000.0,58972904.0,Hugh Hudson,Ben Cross; Ian Charleson; Cheryl Campbell; Nigel Havers; Nicholas Farrell; Daniel Gerroll; Lindsay Anderson,praline; olympian sports team; athletics
Chappie,Unknown,True,198184,Chappie,2015-03-04,120.0,Crime; Action; Science Fiction,Neill Blomkamp,Sharlto Copley; Dev Patel; Hugh Jackman; Sigourney Weaver; Jose Pablo Cantillo,future; android; artificial intelligence (a.i.); dystopia; robot; robot cop,Columbia Pictures; MRC; LStar Capital; Genre Films,en,49000000.0,104399548.0,,Ninja; Yo-Landi Visser; Chris Shields; Anderson Cooper; Brandon Auret,"johannesburg, south africa"
Charlie's Angels,2019.0,True,458897,Charlie's Angels,2019-11-14,118.0,Action; Adventure; Comedy,Elizabeth Banks,Kristen Stewart; Naomi Scott; Elizabeth Banks; Patrick Stewart; Djimon Hounsou; Sam Claflin; Jonathan Tucker; Nat Faxon; Chris Pang,"training; betrayal; female protagonist; scientist; agent; female agent; undercover operation; hamburg, germany; duringcreditsstinger; woman director; hand to hand combat; istanbul, turkey; based on tv series",Columbia Pictures; Brownstone Productions; 2.0 Entertainment; The Cantillon Company,en,48000000.0,73279888.0,,Ella Balinska,high technology; new recruit
Charlie and the Chocolate Factory,Unknown,True,118,Charlie and the Chocolate Factory,2005-07-13,115.0,Adventure; Comedy; Family; Fantasy,Tim Burton,Johnny Depp; Freddie Highmore; Helena Bonham Carter; Noah Taylor; Missi Pyle; James Fox; Christopher Lee,"factory worker; london, england; based on novel or book; chocolate; overweight child; parent child relationship; grandparent grandchild relationship; teacher",Warner Bros. Pictures; Village Roadshow Pictures; The Zanuck Company; Plan B Entertainment; Theobald Film Productions,en,150000000.0,475000000.0,,David Kelly; Deep Roy; Adam Godley,candy; candy bar
Charlie Bartlett,Unknown,True,8669,Charlie Bartlett,2008-02-22,97.0,Comedy; Drama; Romance,,Anton Yelchin; Robert Downey Jr.; Hope Davis; Kat Dennings,depression; high school; new love; school performance; suicide attempt; drug addiction; private school; medicine; girlfriend; teenage crush; psychiatrist; school bus,Sidney Kimmel Entertainment; Everyman Pictures; Permut Presentations,en,12000000.0,5254986.0,Jon Poll,Tyler Hilton; Mark Rendall; Dylan Taylor; Megan Park; Jonathan Malen; Stephen Young,cleverness; toilet; advice
Charlie Wilson's War,Unknown,True,6538,Charlie Wilson's War,2007-12-19,102.0,Comedy; Drama; History,Mike Nichols,Tom Hanks; Julia Roberts; Philip Seymour Hoffman; Amy Adams; Emily Blunt; Rachel Nichols,"central intelligence agency (cia); helicopter; washington dc, usa; congress; cairo; alcohol; refugee camp; cold war; rocket launcher; ladykiller; jerusalem; based on true story; pakistan; afghanistan war (2001-2021); congressman; 1980s",Universal Pictures; Relativity Media; Participant; Playtone; MP Munich Pape Filmproductions,en,75000000.0,119483446.0,,Om Puri; Shiri Appleby; Wynn Everett; Jud Tylor,munition; belly dancing; dollar
Charlie's Angels: Full Throttle,Unknown,True,9471,Charlie's Angels: Full Throttle,2003-06-25,106.0,Action; Adventure; Comedy,McG,Cameron Diaz; Drew Barrymore; Lucy Liu; Demi Moore; Bernie Mac; Justin Theroux; Robert Patrick; Crispin Glover; Shia LaBeouf; Luke Wilson,"martial arts; robbery; undercover agent; spy; secret identity; villainess; secret agent; organized crime; los angeles, california; heroine; nostalgic; based on tv series; provocative; dramatic; hilarious; admiring; adoring; vibrant",Wonderland Sound and Vision; Tall Trees Productions; Flower Films; Columbia Pictures,en,120000000.0,259175788.0,,,spy hero
Charulata,Unknown,True,35790,Charulata,1964-04-17,117.0,Drama; Romance,Satyajit Ray,,swing; black and white; writer; india; calcutta; newspaper editor; based on short story; 19th century,R.D. Bansal & Co.,other,0.0,0.0,,Madhabi Mukherjee; Soumitra Chatterjee; Shailen Mukherjee; Shyamal Ghoshal; Gitali Roy; Tarapada Basu; Gopaldas Bhattacharya; Dilip Bose; Ramesh Chandra Chandra; Sunilkanta Dasgupta,
Charlotte's Web,2006.0,True,9986,Charlotte's Web,2006-12-07,97.0,Comedy; Family; Fantasy,Gary Winick,Dakota Fanning; Julia Roberts; Steve Buscemi; John Cleese; Oprah Winfrey; Cedric the Entertainer; Kathy Bates; Robert Redford; Thomas Haden Church,rescue; friendship; hero; based on novel or book; pig; spider; barn; uncle; spring; anthropomorphism; grass; friends; survival; maine; based on children's book; family; desk; raincoat; rat; talking pig,Paramount Pictures; Kerner Entertainment Company; Nickelodeon Movies,en,85000000.0,148964660.0,,Reba McEntire,
Charlotte's Web,Unknown,True,9986,Charlotte's Web,2006-12-07,97.0,Comedy; Family; Fantasy,Gary Winick,Dakota Fanning; Julia Roberts; Steve Buscemi; John Cleese; Oprah Winfrey; Cedric the Entertainer; Kathy Bates; Robert Redford; Thomas Haden Church,rescue; friendship; hero; based on novel or book; pig; spider; barn; uncle; spring; anthropomorphism; grass; friends; survival; maine; based on children's book; family; desk; raincoat; rat; talking pig,Paramount Pictures; Kerner Entertainment Company; Nickelodeon Movies,en,85000000.0,148964660.0,,Reba McEntire,
Chasing Happiness,Unknown,True,269868,Chasing Happiness,2012-01-01,80.0,Comedy,,,Unknown,,en,0.0,0.0,Beni Tadd Atoori,Elisa Donovan; Cerina Vincent; Kashmera Shah; Claude Duhamel; Jim McCaffree; Joseph Tuccio,
Che: Part One,Unknown,True,8881,Che: Part One,2008-09-05,134.0,Drama; History; War,Steven Soderbergh,Benicio del Toro; Demián Bichir; Julia Ormond,hero; central intelligence agency (cia); cuba; biography; 1950s,Wild Bunch; Telecinco Cinema; Laura Bickford Productions; Morena Films,en,58000000.0,0.0,,Santiago Cabrera; Vladimir Cruz; Alfredo de Quesada; Jsu Garcia; Kahlil Méndez; Elvira Mínguez; Andres Munar,che guevara; fidel castro; cuban revolution
Cheap Thrills,Unknown,True,175291,Cheap Thrills,2013-03-08,88.0,Comedy; Crime; Drama; Thriller,,Pat Healy; Ethan Embry; Sara Paxton; David Koechner,cocaine; dark comedy; challenge; vomit; birthday party; strip club; money; murder; mechanic; extramarital affair; dead dog; money problems; bar,Snowfort Pictures; New Artists Alliance,en,200000.0,0.0,E.L. Katz,Amanda Fuller; Laura Covelli; Elissa Dowling; Todd Farmer; Eric Neil Gutierrez; Sam Ketcherside,human excrement; defecating; eating one's finger
Che: Part Two,Unknown,True,8880,Che: Part Two,2008-12-12,135.0,Drama; History; War,Steven Soderbergh,Benicio del Toro; Demián Bichir; Joaquim de Almeida; Óscar Jaenada,hero; central intelligence agency (cia); cuba; biography,Wild Bunch; Telecinco Cinema; Laura Bickford Productions; Morena Films,en,58000000.0,8638163.0,,Carlos Bardem; Pablo Durán; Eduard Fernández; Marc-André Grondin; Kahlil Méndez; Cristian Mercado,"che guevara; bolivian army; la paz, bolivia"
Cheaper by the Dozen,2003.0,True,11007,Cheaper by the Dozen,2003-12-24,98.0,Comedy; Family; Drama,Shawn Levy,Steve Martin; Bonnie Hunt; Piper Perabo; Hilary Duff; Alyson Stoner; Liliana Mumy,"chicago, illinois; husband wife relationship; based on novel or book; american football coach; big family; family relationships; remake; sibling; new job; aspiring actor; smart kid; father son relationship; sister sister relationship; large family; brother brother relationship",20th Century Fox; Robert Simonds Productions,en,40000000.0,190212113.0,,Tom Welling; Kevin G. Schmidt; Jacob Smith; Morgan York,
Cheaper by the Dozen 2,Unknown,True,9641,Cheaper by the Dozen 2,2005-12-21,94.0,Comedy; Family; Adventure,Adam Shankman,Steve Martin; Eugene Levy; Bonnie Hunt; Piper Perabo; Hilary Duff; Carmen Electra; Taylor Lautner; Alyson Stoner,"chicago, illinois; lake; husband wife relationship; based on novel or book; holiday; competition; forbidden love; big family; father; family relationships; rivalry; family vacation; family holiday; large family",20th Century Fox; 21 Laps Entertainment,en,60000000.0,129181830.0,,Tom Welling; Jaime King,labor pain
Chasing Amy,Unknown,True,2255,Chasing Amy,1997-04-04,114.0,Comedy; Drama; Romance,Kevin Smith,Ben Affleck; Joey Lauren Adams; Jason Lee; Jason Mewes; Kevin Smith; Ethan Suplee; Casey Affleck; Matt Damon,coming out; new jersey; love of one's life; bisexuality; menage a trois; comic book; best friend; lgbt; lesbian,View Askew Productions; Miramax,en,250000.0,12021272.0,,Dwight Ewell; Scott Mosier,comic-strip artist
Chelsea Peretti: One of the Greats,Unknown,True,289339,Chelsea Peretti: One of the Greats,2014-06-13,74.0,Comedy,,,Unknown,New Wave Entertainment Television,en,0.0,0.0,Lance Bangs,Chelsea Peretti; Yassir Lester; Moshe Kasher; Esther Povitsky; Brendon Walsh; John Howard Swain; William Armando,
Chernobyl,Unknown,True,859341,Chernobyl,2005-01-01,0.0,Documentary,,Unknown,Unknown,,de,0.0,0.0,Ellen Windemuth; Marion Pöllmann,,
Chicago,Unknown,True,128298,Chicago,1927-12-23,103.0,Comedy; Drama; Crime,,Eugene Pallette,Unknown,DeMille Pictures Corporation,en,0.0,0.0,Frank Urson,Phyllis Haver; Victor Varconi; Virginia Bradford; Robert Edeson; Warner Richmond; T. Roy Barnes; Clarence Burton; Julia Faye; May Robson,
Chemical Hearts,Unknown,True,621013,Chemical Hearts,2020-08-21,93.0,Drama; Romance,,Austin Abrams; Bruce Altman,high school; based on young adult novel; teenager; pretentious,Page Fifty-Four Pictures; Awesomeness Films; Big Indie Pictures,en,0.0,0.0,Richard Tanne,Lili Reinhart; Sarah Jones; Adhir Kalyan; Coral Peña; Shannon Walsh; Kara Young; Meg Gibson; C.J. Hoff,
Chi-Raq,Unknown,True,340275,Chi-Raq,2015-12-04,127.0,Drama; Crime; Comedy,Spike Lee,Teyonah Parris; Wesley Snipes; Angela Bassett; Samuel L. Jackson; John Cusack; Jennifer Hudson; David Patrick Kelly; D. B. Sweeney; Dave Chappelle,"chicago, illinois",Amazon Studios; 40 Acres and a Mule Filmworks,en,0.0,0.0,,Nick Cannon,
