input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue
The Amateur,2025.0,True,1087891.0,The Amateur,2025-04-09,123.0,Thriller; Action,James Hawes,Rami Malek; Holt McCallany; Danny Sapani; Rachel Brosnahan; Michael Stuhlbarg; Laurence Fishburne; Julianne Nicholson; Caitríona Balfe; Jon Bernthal; Adrian Martinez,central intelligence agency (cia); based on novel or book; escape; blackmail; revenge; agent; government assassin; government cover-up; government conspiracy; death of wife; spy thriller; computer hacker; terrorist,20th Century Studios; Hutch Parker Entertainment; Joel B. Michaels Productions; TSG Entertainment,en,60000000.0,95956038.0
The American Friend,Unknown,True,11222.0,The American Friend,1977-06-24,125.0,Drama; Thriller; Crime,Wim Wenders,Dennis Hopper; Bruno Ganz; Lisa Kreuzer; Gérard Blain; Nicholas Ray; Samuel Fuller; Peter Lilienthal; Daniel Schmid; Sandy Whitelaw; Jean Eustache,"dying and death; new york city; friendship; husband wife relationship; paris, france; based on novel or book; hitman; munich, germany; male friendship; terminal illness; leukemia; dying man; murder; mafia; tape recorder; exploding car; art dealer; hamburg, germany; art auction; west germany; blood disease",Road Movies; Wim Wenders Productions; Les Films du Losange; WDR,de,0.0,0.0
The Amazing Spider-Man 2,Unknown,True,102382.0,The Amazing Spider-Man 2,2014-04-16,141.0,Action; Adventure; Science Fiction,Marc Webb,Andrew Garfield; Emma Stone; Jamie Foxx; Dane DeHaan; Colm Feore; Felicity Jones; Paul Giamatti; Sally Field; Embeth Davidtz; Campbell Scott,experiment; obsession; superhero; based on comic; sequel; electrocution; super power,Columbia Pictures; Matt Tolmach Productions; Arad Productions; Marvel Entertainment,en,200000000.0,708962323.0
The Amazing Spider-Man,Unknown,True,1930.0,The Amazing Spider-Man,2012-06-23,136.0,Action; Adventure; Science Fiction,Marc Webb,Andrew Garfield; Emma Stone; Rhys Ifans; Denis Leary; Martin Sheen; Sally Field; Irrfan Khan; Campbell Scott; Embeth Davidtz; Chris Zylka,experiment; loss of loved one; superhero; based on comic; vigilante; teenage girl; teenage boy; super power; spider bite; masked vigilante; reboot; genetic engineering; social outcast; death of husband; duringcreditsstinger; virus; teen superhero; teenage angst; vigilante justice; absurd; intense; romantic; excited,Marvel Entertainment; Laura Ziskin Productions; Columbia Pictures; Matt Tolmach Productions; Arad Productions,en,215000000.0,757930663.0
The Age of Innocence,Unknown,True,10436.0,The Age of Innocence,1993-09-10,139.0,Drama; Romance,Martin Scorsese,Daniel Day-Lewis; Michelle Pfeiffer; Winona Ryder; Alexis Smith; Geraldine Chaplin; Jonathan Pryce; Richard E. Grant; Alec McCowen; Mary Beth Hurt; Stuart Wilson,infidelity; new york city; based on novel or book; upper class; lover; countess; lawyer; 19th century,Columbia Pictures; Cappa/De Fina Productions,en,34000000.0,32255440.0
The Amityville Horror,Unknown,True,11449.0,The Amityville Horror,1979-07-27,118.0,Horror,Stuart Rosenberg,James Brolin; Margot Kidder; Rod Steiger; Don Stroud; Murray Hamilton; John Larch; Natasha Ryan; K.C. Martel; Meeno Peluce; Michael Sacks,"halloween; haunted house; possession; long island, new york; paranormal; new home; exorcist; psychotronic; indian burial ground; newspaper article; pets; haunted; religious horror; antagonistic; frightened; horrified; moving into haunted house",American International Pictures,en,4700000.0,86432000.0
The American,Unknown,True,27579.0,The American,2010-08-31,104.0,Crime; Drama; Thriller,Anton Corbijn,George Clooney; Violante Placido; Thekla Reuten; Paolo Bonacelli; Johan Leysen; Irina Björklund; Lars Hjelm; Björn Granath; Giorgio Gobbi; Silvana Bosi,mission; assassin; prostitute; italy; anti hero; mexican standoff; village; sweden; melancholy; revenge; priest; somber; intense,Twins Financing; This is that; Focus Features; Greenlit Rights; Smoke House Pictures,en,20000000.0,67900000.0
The Amityville Horror,2005.0,True,10065.0,The Amityville Horror,2005-04-14,90.0,Horror,Andrew Douglas,Ryan Reynolds; Melissa George; Jesse James; Jimmy Bennett; Chloë Grace Moretz; Rachel Nichols; Philip Baker Hall; Isabel Conner; Brendan Donaldson; Annabel Armour,"holy water; haunted house; based on true story; long island, new york; family dinner; paranormal; murder; family; death; wood chopping; backwards; tortured to death; moving in; family in danger; horror remake",Metro-Goldwyn-Mayer; Dimension Films; Platinum Dunes; Radar Pictures,en,19000000.0,107516369.0
The Andromeda Strain,Unknown,True,10514.0,The Andromeda Strain,1971-03-12,131.0,Science Fiction; Thriller,Robert Wise,Arthur Hill; David Wayne; James Olson; Kate Reid; Paula Kelly; George Mitchell; Ramon Bieri; Peter Hobbs; Kermit Murdock; Richard O'Brien,biological weapon; based on novel or book; biology; new mexico; epilepsy; chemistry; secret lab; disaster; epidemic; nuclear threat; virus; extraterrestrial life; epidemia,Robert Wise Productions,en,6500000.0,12376563.0
The Angry Birds Movie,Unknown,True,153518.0,The Angry Birds Movie,2016-05-11,97.0,Animation; Adventure; Comedy; Family,Clay Kaytis; Fergal Reilly,Jason Sudeikis; Josh Gad; Danny McBride; Maya Rudolph; Bill Hader; Peter Dinklage; Sean Penn; Keegan-Michael Key; Kate McKinnon; Tony Hale,island; pig; villain; rivalry; based on video game; creature feature; duringcreditsstinger; anger management; animal kingdom; bird; creature comedy; action,Columbia Pictures; Rovio Entertainment; Rovio Animation,en,73000000.0,349779543.0
The Amputee,Unknown,True,48847.0,The Amputee,1974-01-01,5.0,Drama; Comedy,David Lynch,Catherine E. Coulson; David Lynch,short film,Lynch Films,en,0.0,0.0
The Animal,Unknown,True,337288.0,The Animal,1968-05-03,88.0,Thriller; Horror,Lee Frost,John Alderman; Virginia Gordon; Sharon Wells; Linda Stiles; Capri; Janis Rhodes; Jay Fineberg; James E. McLarty,,Olympic International Films,en,0.0,0.0
The American President,Unknown,True,9087.0,The American President,1995-11-17,113.0,Comedy; Drama; Romance,Rob Reiner,Michael Douglas; Annette Bening; Martin Sheen; Michael J. Fox; Anna Deavere Smith; Samantha Mathis; Shawna Waldron; David Paymer; Anne Haney; Richard Dreyfuss,new love; usa president; the white house; class differences; widower; wildlife conservation; lobbyist; romantic,Castle Rock Entertainment; Universal Pictures; Wildwood Enterprises,en,62000000.0,107879496.0
The Animatrix,Unknown,True,55931.0,The Animatrix,2003-05-09,102.0,Animation; Science Fiction,Yoshiaki Kawajiri; Mahiro Maeda; Shinichiro Watanabe; Takeshi Koike; Peter Chung; Koji Morimoto; Andrew R. Jones,Keanu Reeves; Carrie-Anne Moss; Clayton Watson; Pamela Adlon; Melinda Clarke; John DiMaggio; Kevin Michael Richardson; Tom Kenny; Rick Gomez; Tara Strong,martial arts; artificial intelligence (a.i.); hacker; virtual reality; dystopia; post-apocalyptic future; cyberpunk; adult animation; multiple storylines; alternative reality; matrix; short compilation; anime; action hero; supernatural power,Warner Bros. Pictures; Village Roadshow Pictures; Silver Pictures; Square USA; STUDIO4℃; Madhouse; D N A,en,5000000.0,68000000.0
The Apartment,Unknown,True,284.0,The Apartment,1960-06-21,125.0,Comedy; Drama; Romance,Billy Wilder,Jack Lemmon; Shirley MacLaine; Fred MacMurray; Ray Walston; Jack Kruschen; David Lewis; Hope Holiday; Joan Shawlee; Naomi Stevens; Johnny Seven,new year's eve; new york city; lovesickness; clerk; winter; age difference; suicide attempt; office; flat; spaghetti; tennis racket; romcom; black and white; extramarital affair; christmas,The Mirisch Company; United Artists,en,3000000.0,25000000.0
The Ant Bully,Unknown,True,9906.0,The Ant Bully,2006-07-28,89.0,Fantasy; Adventure; Animation; Comedy; Family,John A. Davis,Julia Roberts; Meryl Streep; Nicolas Cage; Paul Giamatti; Bruce Campbell; Regina King; Lily Tomlin; Larry Miller; Cheri Oteri; Zach Tyler Eisen,ant-hill; ant; child hero; shrinking; bully,DNA Productions; Playtone; Legendary Pictures; Warner Bros. Pictures,en,50000000.0,55200000.0
The Angry Birds Movie 2,Unknown,True,454640.0,The Angry Birds Movie 2,2019-08-02,96.0,Family; Comedy; Adventure; Animation,Thurop Van Orman,Jason Sudeikis; Josh Gad; Danny McBride; Leslie Jones; Bill Hader; Rachel Bloom; Awkwafina; Sterling K. Brown; Eugenio Derbez; Tiffany Haddish,island; rivalry; sequel; family; based on video game; animal kingdom; cliché,Rovio Animation; Columbia Pictures; Sony Pictures Animation; Rovio Entertainment,en,65000000.0,137792047.0
The Apprentice,2024.0,True,1182047.0,The Apprentice,2024-10-09,122.0,History; Drama,Ali Abbasi,Sebastian Stan; Jeremy Strong; Martin Donovan; Maria Bakalova; Catherine McNally; Charlie Carrick; Ben Sullivan; Mark Rendall; Joe Pingue; Ron Lea,new york city; rape; corruption; aids; funeral; politics; blackmail; 1970s; biography; based on true story; atlantic city; lawyer; debt; bribery; misogyny; death of brother; character study; marital rape; wiretapping; mentor protégé relationship; real estate; discrimination; degenerate; 1980s; closeted homosexual; father son relationship; brother brother relationship; absurd; malfeasance,Gidden Media; Head Gear Films; Metrol Technology; Scythia Films; Profile Pictures; Tailored Films; Film Institute; Film i Väst; Fís Éireann/Screen Ireland; RocketScience; LB Entertainment; AC Films; Rich Spirit; Wild 7 Films,en,16000000.0,17271613.0
The Apparition,Unknown,True,79694.0,The Apparition,2012-08-23,82.0,Horror; Thriller,Todd Lincoln,Ashley Greene; Sebastian Stan; Tom Felton; Julianna Guill; Anna Clark; Suzanne Ford; Rick Gomez; Luke Pasqualino; Melissa Goldberg; Tim Williams,experiment; supernatural; haunting; paranormal; disappearance; fear; ghost,Dark Castle Entertainment; StudioCanal; Warner Bros. Pictures; Studio Babelsberg,en,17000000.0,9627492.0
The Aristocats,Unknown,True,10112.0,The Aristocats,1970-12-24,78.0,Animation; Comedy; Family; Adventure,Wolfgang Reitherman,Phil Harris; Eva Gabor; Sterling Holloway; Scatman Crothers; Paul Winchell; Lord Tim Hudson; Vito Scotti; Thurl Ravenscroft; Dean Clark; Liz English,"paris, france; return; butler; cartoon; villain; suspension; inheritance; cartoon cat; kitten; 1910s; greedy; cartoon animal; cartoon goose",Walt Disney Productions,en,4000000.0,191000000.0
The Arrival of a Train at La Ciotat,Unknown,True,160.0,The Arrival of a Train at La Ciotat,1896-06-30,1.0,Documentary,Louis Lumière; Auguste Lumière,Madeleine Koehler; Marcel Koehler; Marguerite Lumière; Jeanne-Joséphine Lumière; Rose Lumière; Suzanne Lumière,france; cinema on cinema; beginning; train; railway station; early cinema; short film,Lumière,fr,0.0,0.0
The Art of Self-Defense,2019.0,True,480001.0,The Art of Self-Defense,2019-07-12,104.0,Comedy; Thriller; Drama; Mystery,Riley Stearns,Jesse Eisenberg; Alessandro Nivola; Imogen Poots; Steve Terada; David Zellner; Phillip Andre Botello; Jason Burkey; Mike Brooks; C.J. Rush; Davey Johnson,martial arts; sports; psychopath; dark comedy; karate; crematorium; sexism; cult; satire; murder; dojo; motorcycle gang; dog; german shepherd; misogyny; mugging; death of pet; black belt; masculinity; accountant; deadpan; toxic masculinity; traumatized man; ambiguous,End Cue,en,1800000.0,2400000.0
The Artist,Unknown,True,74643.0,The Artist,2011-10-12,100.0,Drama; Comedy; Romance,Michel Hazanavicius,Jean Dujardin; Bérénice Bejo; John Goodman; James Cromwell; Penelope Ann Miller; Missi Pyle; Beth Grant; Ed Lauter; Joel Murray; Elizabeth Tulloch,movie business; hollywood; black and white; dog; filmmaking; mustache; silent film; marquee; terrier; movie star; flapper; silent film star; 1920s; pets; old hollywood,uFilm; La Petite Reine; Studio 37; La Classe américaine; JD Prod; France 3 Cinéma; Jouror Productions,fr,15000000.0,133432856.0
The Ascent,Unknown,True,1371760.0,The Ascent,2024-11-17,3.0,Drama; Comedy; Thriller,Ziyi Gao,Jonah Pinsent; Jiyoo Nam,,,en,0.0,0.0
The Assassin,2015.0,True,253450.0,The Assassin,2015-08-27,105.0,Drama; Action; History,Hou Hsiao-hsien,Shu Qi; Chang Chen; Nikki Hsieh; Sheu Fang-Yi; Ethan Juan; Xu Fan; Zuo Xiaoqing; Satoshi Tsumabuki; Ni Dahong; Shih Chun,assassin; tang dynasty; wuxia; slow cinema; 7th century,Sil-Metropole Organisation; Media Asia Films; Central Motion Picture Corporation; Huace Film & TV; China Dream Film Culture Industry; SpotFilms,zh,15000000.0,11991669.0
The Assassination of Jesse James by the Coward Robert Ford,Unknown,True,4512.0,The Assassination of Jesse James by the Coward Robert Ford,2007-09-20,159.0,Drama; Western,Andrew Dominik,Brad Pitt; Casey Affleck; Sam Rockwell; Paul Schneider; Jeremy Renner; Garret Dillahunt; Sam Shepard; Mary-Louise Parker; Zooey Deschanel; Ted Levine,media; killing; missouri; admiration; hold-up robbery; jesse james; cowardliness; family; coward; revisionist western,Plan B Entertainment; Virtual Studios; Scott Free Productions; Alberta Film Entertainment; Warner Bros. Pictures,en,30000000.0,14711793.0
The Art of Getting By,Unknown,True,64678.0,The Art of Getting By,2011-06-17,83.0,Drama; Romance,Gavin Wiesen,Freddie Highmore; Emma Roberts; Michael Angarano; Elizabeth Reaser; Alicia Silverstone; Sasha Spielberg; Marcus Carl Franklin; Ann Dowd; Blair Underwood; Rita Wilson,friendship; philosophy; mentor; painting; artist; teen movie; sketching; rebellious youth,Goldcrest; Atlantic Pictures; Gigi Films,en,0.0,1406224.0
The Astronomer's Dream,Unknown,True,104700.0,The Astronomer's Dream,1898-01-01,3.0,Fantasy,Georges Méliès,Georges Méliès; Jehanne d'Alcy,telescope; moon; nightmare; queen; astronomer; silent film; short film; dream,Star Film Company,fr,0.0,0.0
The Aviator,Unknown,True,2567.0,The Aviator,2004-12-17,170.0,Drama,Martin Scorsese,Leonardo DiCaprio; Cate Blanchett; Kate Beckinsale; John C. Reilly; Alec Baldwin; Alan Alda; Ian Holm; Danny Huston; Gwen Stefani; Jude Law,ladykiller; pilot; biography; womanizer; phobia; aviation; u.s. congress; flying boat; test flight,Warner Bros. Pictures; Miramax; Initial Entertainment Group; Forward Pass; Appian Way; IMF,en,110000000.0,213719942.0
The Asphalt Jungle,Unknown,True,16958.0,The Asphalt Jungle,1950-05-12,112.0,Crime; Drama,John Huston,Sterling Hayden; Louis Calhern; Sam Jaffe; Jean Hagen; James Whitmore; John McIntire; Marc Lawrence; Barry Kelley; Anthony Caruso; Marilyn Monroe,based on novel or book; heist; film noir; on the run,Metro-Goldwyn-Mayer,en,1232000.0,0.0
The Awful Truth,Unknown,True,14675.0,The Awful Truth,1937-10-21,91.0,Comedy; Romance,Leo McCarey,Irene Dunne; Cary Grant; Ralph Bellamy; Alexander D'Arcy; Cecil Cunningham; Molly Lamont; Esther Dale; Joyce Compton; Robert Allen; Robert Warwick,husband wife relationship; upper class; aunt niece relationship; romcom; aunt; neighbor; misunderstanding; divorce; dog; heiress; screwball comedy; nightclub singer; wealthy man; romantic misunderstanding; suspiciousness; relationship sabotage; mischievous; pet custody; impending divorce; comedy of remarriage; romantic,Columbia Pictures,en,600000.0,3000000.0
The Autopsy of Jane Doe,Unknown,True,397243.0,The Autopsy of Jane Doe,2016-12-21,86.0,Horror; Mystery,André Øvredal,Emile Hirsch; Brian Cox; Ophelia Lovibond; Olwen Catherine Kelly; Michael McElhatton; Parker Sawyers; Jane Perry; Mark Phoenix; Mary Duddy,parent child relationship; supernatural; crematorium; autopsy; morgue; murder; bell; corpse; thunderstorm; coroner; pathologist; autopsy room; elevator; cause of death; ax,IM Global; Impostor Pictures; 42,en,4000000.0,6170043.0
The BFG,2016.0,True,267935.0,The BFG,2016-06-01,117.0,Adventure; Family; Fantasy,Steven Spielberg,Mark Rylance; Ruby Barnhill; Rebecca Hall; Jemaine Clement; Bill Hader; Penelope Wilton; Marilyn Norry; Chris Shields; Matt Frewer; Geoffrey Wade,"london, england; england; queen; little girl; orphan; cannibal; based on children's book; giant; candid; evil brother; live action remake; comforting",Walt Disney Pictures; Amblin Entertainment; Reliance Entertainment; Walden Media; The Kennedy/Marshall Company; The Roald Dahl Story Company,en,140000000.0,195243411.0
The Assessment,2024.0,True,1317088.0,The Assessment,2025-03-21,114.0,Science Fiction; Drama; Thriller,Fleur Fortuné,Elizabeth Olsen; Alicia Vikander; Himesh Patel; Indira Varma; Minnie Driver; Nicholas Pinnock; Charlotte Ritchie; Leah Harvey; Suhayla Balli Al Soufi Del Diego; Angeline Padrón Filippova,dystopia; dyslexic; ghoulish,Augenschein Filmproduktion; Number 9 Films; Project Infinity; Shivhans Pictures; Woolley/Karlsen Productions; Tiki Tāne Pictures,en,8000000.0,279328.0
The Avengers,2012.0,True,24428.0,The Avengers,2012-04-25,143.0,Science Fiction; Action; Adventure,Joss Whedon,Robert Downey Jr.; Chris Evans; Mark Ruffalo; Chris Hemsworth; Scarlett Johansson; Jeremy Renner; Tom Hiddleston; Clark Gregg; Cobie Smulders; Stellan Skarsgård,new york city; superhero; shield; based on comic; alien invasion; superhero team; aftercreditsstinger; duringcreditsstinger; marvel cinematic universe (mcu),Marvel Studios,en,220000000.0,1518815515.0
The Autopsy,2022.0,True,1051781.0,The Autopsy,,0.0,,,,,,en,0.0,0.0
The Assistant,2019.0,True,627463.0,The Assistant,2020-01-31,88.0,Drama,Kitty Green,Julia Garner; Matthew Macfadyen; Makenzie Leigh; Kristine Froseth; Jonny Orsini; Noah Robbins; Alexander Chaplin; Jay O. Sanders; Juliana Canfield; Dagmara Dominczyk,movie business; corporate world; employer employee relationship; personal assistant; woman director; abuse of power; metoo; workplace culture; depressing; ambiguous; bold; foreboding,Forensic Films; Symbolic Exchange; Bellmer Pictures,en,0.0,1338881.0
The Backrooms (Found Footage),Unknown,False,,The Backrooms (Found Footage),,,,,,,,,,
The Babadook,Unknown,True,242224.0,The Babadook,2014-05-22,94.0,Drama; Horror,Jennifer Kent,Essie Davis; Noah Wiseman; Hayley McElhinney; Daniel Henshall; Barbara West; Ben Winspear; Cathy Adamek; Craig Behenna; Hachi; Tim Purcell,monster; nightmare; parent child relationship; dysfunctional family; sleeplessness; single mother; grieving; woman director; death of spouse; self delusion; self created problems; behavioral disorders; adelaide australia; depressing,Screen Australia; Smoking Gun Productions; Causeway Films; South Australian Film Corporation; Entertainment One,en,2000000.0,10300000.0
The Babysitter: Killer Queen,Unknown,True,623491.0,The Babysitter: Killer Queen,2020-09-10,101.0,Comedy; Horror,McG,Judah Lewis; Jenna Ortega; Emily Alyn Lind; Andrew Bachelor; Robbie Amell; Bella Thorne; Hana Mae Lee; Ken Marino; Leslie Bibb; Chris Wylde,babysitter; sequel; satanic ritual; satanic cult; virgin sacrifice,Wonderland Sound and Vision; Boies/Schiller Film Group,en,0.0,0.0
The Back-Up Plan,Unknown,True,34806.0,The Back-Up Plan,2010-04-23,106.0,Comedy; Romance,Alan Poul,Jennifer Lopez; Alex O'Loughlin; Michaela Watkins; Eric Christian Olsen; Anthony Anderson; Noureen DeWulf; Melissa McCarthy; Tom Bosley; Maribeth Monroe; Danneel Ackles,pregnancy; kiss; romcom; sperm bank; doctor; single mother; artificial insemination; motherhood; duringcreditsstinger,Escape Artists; CBS Films,en,35000000.0,77477008.0
The Bad Guys,2022.0,True,629542.0,The Bad Guys,2022-03-17,100.0,Family; Comedy; Crime; Adventure; Animation,Pierre Perifel,Sam Rockwell; Marc Maron; Awkwafina; Craig Robinson; Anthony Ramos; Richard Ayoade; Zazie Beetz; Alex Borstein; Lilly Singh; Barbara Goodson,based on novel or book; snake; wolf; affectation; spider; villain; heist; anthropomorphism; shark; guinea pig; piranha; duringcreditsstinger; zealous; wonder; understated; sentimental; amused; awestruck; cheerful; cliché; complicated; empathetic; enchant; enthusiastic; euphoric; modest,DreamWorks Animation,en,80000000.0,250162278.0
The Babysitter,2017.0,True,419479.0,The Babysitter,2017-10-13,85.0,Comedy; Horror,McG,Judah Lewis; Samara Weaving; Robbie Amell; Hana Mae Lee; Bella Thorne; Emily Alyn Lind; Andrew Bachelor; Doug Haley; Leslie Bibb; Ken Marino,babysitter; bully; crush; corpse; satanic ritual; satanic cult; spin the bottle; awestruck,Wonderland Sound and Vision; Boies/Schiller Film Group,en,0.0,0.0
The Ballad of Buster Scruggs,Unknown,True,537996.0,The Ballad of Buster Scruggs,2018-11-09,132.0,Western; Comedy; Drama; Music; Mystery; Romance,Joel Coen; Ethan Coen,Tim Blake Nelson; Willie Watson; Clancy Brown; Danny McCarthy; David Krumholtz; Thomas Wingate; Tim DeZarn; E.E. Bell; Alejandro Patiño; Tom Proctor,prostitute; native american; parody; anthology; bank robbery; stagecoach; cowboy; wagon train; singing cowboy; american west; the old west,Mike Zoss Productions,en,0.0,0.0
The Bad and the Beautiful,Unknown,True,32499.0,The Bad and the Beautiful,1952-12-25,118.0,Drama; Romance,Vincente Minnelli,Lana Turner; Kirk Douglas; Walter Pidgeon; Dick Powell; Barry Sullivan; Gloria Grahame; Leo G. Carroll; Gilbert Roland; Paul Stewart; Vanessa Brown,movie business; rise and fall; flashback; hollywood; black and white; told in flashback,Metro-Goldwyn-Mayer,en,1558000.0,3373000.0
The Ballad of Wallis Island,Unknown,True,1122099.0,The Ballad of Wallis Island,2025-03-28,100.0,Comedy; Drama; Music,James Griffiths,Tom Basden; Tim Key; Carey Mulligan; Sian Clifford; Akemnji Ndifornyen; Steve Marsh; Luka Downie; Kerrie Thomason; Arron Long,musician; reunion,Baby Cow Productions; Moxie Pictures; Focus Features; BBC Studios,en,0.0,736965.0
The Bakery Girl of Monceau,Unknown,True,81399.0,The Bakery Girl of Monceau,1963-01-01,23.0,Romance; Drama,Éric Rohmer,Barbet Schroeder; Claudine Soubrier; Michèle Girardon; Michel Mardore; Fred Junck; Bertrand Tavernier,"paris, france; flirt; love; flirting; interclass romance; pastries",Studios Africa; Les Films du Losange,fr,0.0,0.0
The Banshees of Inisherin,Unknown,True,674324.0,The Banshees of Inisherin,2022-10-20,114.0,Drama; Comedy,Martin McDonagh,Colin Farrell; Brendan Gleeson; Kerry Condon; Barry Keoghan; Gary Lydon; Pat Shortt; Sheila Flitton; Bríd Ní Neachtain; Jon Kenny; Aaron Monaghan,friendship; island; donkey; dark comedy; irish civil war (1922-23); church; ireland; drinking; former best friend; self mutilation; fiddle; 1920s; brother sister relationship; pub,Searchlight Pictures; Blueprint Pictures; Film4 Productions; TSG Entertainment,en,20000000.0,49300000.0
The Basketball Diaries,Unknown,True,10474.0,The Basketball Diaries,1995-04-21,102.0,Drama; Crime,Scott Kalvert,Leonardo DiCaprio; Mark Wahlberg; James Madio; Lorraine Bracco; Patrick McGaw; Ernie Hudson; Bruno Kirby; Michael Imperioli; Juliette Lewis; Manny Alfaro,new york city; sports; heroin; addiction; basketball; friends; based on memoir or autobiography; drugs; 1960s; school suspension; gay theme; teenager,Island Pictures,en,2000000.0,2381087.0
The Batman,Unknown,True,414906.0,The Batman,2022-03-01,177.0,Crime; Mystery; Thriller,Matt Reeves,Robert Pattinson; Zoë Kravitz; Jeffrey Wright; Colin Farrell; Paul Dano; John Turturro; Andy Serkis; Peter Sarsgaard; Barry Keoghan; Jayme Lawson,police; psychopath; secret identity; crime fighter; superhero; nightclub; politician; based on comic; vigilante; organized crime; serial killer; millionaire; social injustice; murder investigation; aftercreditsstinger; masked superhero; political corruption; neo-noir; somber; urban gothic; vengeance; mayoral election,6th & Idaho Motion Picture Company; Dylan Clark Productions; DC Films; Warner Bros. Pictures,en,185000000.0,772319315.0
The Battle of Algiers,Unknown,True,17295.0,The Battle of Algiers,1966-09-08,121.0,Drama; War; History,Gillo Pontecorvo,Brahim Hadjadj; Jean Martin; Yacef Saâdi; Fouzia El Kader; Mohamed Ben Kassen; Hadj Smaine Mohamed Seghir; Larbi Zekkal; Rouiched; Noureddine Brahimi; Si Mohamed Baghdadi,"revolution; algerian; insurrection; black and white; algiers, algeria; resistance fighter; north africa; algerian war (1954-62); battle of algiers; struggle for independence; anti-colonialism; maghreb; djazair; independance war",Igor Film; Casbah Film,it,800000.0,964028.0
The Barbie Diaries,Unknown,True,21705.0,The Barbie Diaries,2006-05-17,70.0,Family; Animation,Kallan Kagan; Eric Fogel,Kelly Sheridan; Sarah Edmondson; Venus Terzo; Matt Hill; Chiara Zanni; Maryke Hendrikse; Anna Cummer; Andrew Francis; Heather Doerksen; Joseph May,high school; friendship; diary; rivalry; based on toy; crush; female protagonist,Curious Pictures; Mattel,en,0.0,0.0
The Bay,Unknown,True,123105.0,The Bay,2012-09-13,84.0,Horror; Science Fiction; Thriller,Barry Levinson,Kristen Connolly; Will Rogers; Michael Beasley; Christopher Denham; Kenny Alfonso; Kether Donohue; Anthony Reynolds; Frank Deal; Kimberly Campbell; Lamya Jezek,parasite; found footage; cautionary tale; multiple organisms,Baltimore Pictures; Hydraulx; Automatik Entertainment; Haunted Movies,en,2000000.0,1581252.0
The Beach,Unknown,True,1907.0,The Beach,2000-02-03,119.0,Drama; Adventure; Romance; Thriller,Danny Boyle,Leonardo DiCaprio; Virginie Ledoyen; Guillaume Canet; Tilda Swinton; Staffan Kihlbom; Paterson Joseph; Peter Youngblood Hills; Robert Carlyle; Jerry Swindall; Lars Arentz-Hansen,exotic island; beach; based on novel or book; hippie; map; commune; delusion; shark attack; thailand; backpacker; community; marijuana; shark; extramarital affair; voiceover,Figment Films,en,40000000.0,144056873.0
The Bad Batch,Unknown,True,316154.0,The Bad Batch,2017-06-23,119.0,Horror; Science Fiction; Thriller,Ana Lily Amirpour,Suki Waterhouse; Jason Momoa; Yolonda Ross; Keanu Reeves; Giovanni Ribisi; Jim Carrey; Jayda Fink; Cory Roberts; Aye Hasegawa; Louie Lopez Jr.,amputation; kidnapping; dystopia; post-apocalyptic future; exile; drug use; cannibal; cult leader; woman director,Annapurna Pictures; Vice Studios; Human Stew Factory,en,6000000.0,180851.0
The Beach House,Unknown,True,632304.0,The Beach House,2020-10-22,88.0,Drama; Horror; Mystery,Jeffrey A. Brown,Liana Liberato; Noah Le Gros; Jake Weber; Maryann Nagel; Steven Corkin; Michael Brumfield; Matt Maisto; Dan Zakarija; Veronica Fellman,beach; ocean; fog; swimming; beach house; cape cod; vomiting; sickness; absurd; baffled; bewildered; dubious,Low Spark Films; Uncorked Productions,en,0.0,0.0
The Bad News Bears,Unknown,True,23479.0,The Bad News Bears,1976-04-06,102.0,Family; Comedy,Michael Ritchie,Walter Matthau; Tatum O'Neal; Vic Morrow; Joyce Van Patten; Ben Piazza; Jackie Earle Haley; Alfred Lutter; Chris Barnes; Erin Blunt; Gary Lee Cavagnaro,underdog; california; sports; baseball; coach; alcoholic; baseball player; alcoholic father; little league; father daughter reunion; alcohol problems; athletic girl; father son relationship; father daughter relationship; kids' sports team; former athlete; playful; alcoholic dad; band of misfits; baseball coach; amused; excited,Paramount Pictures,en,9000000.0,42349782.0
The Beatles: Eight Days a Week - The Touring Years,Unknown,True,391698.0,The Beatles: Eight Days a Week - The Touring Years,2016-09-15,106.0,Documentary; Music,Ron Howard,Paul McCartney; Ringo Starr; John Lennon; George Harrison; Larry Kane; Whoopi Goldberg; Elvis Costello; Eddie Izzard; Sigourney Weaver; Richard Lester,,Imagine Entertainment; Apple Corps; White Horse Pictures; Diamond Docs; Imagine Documentaries,en,5.0,12283800.0
The Beatles: Get Back,Unknown,True,923403.0,The Beatles: Get Back - The Rooftop Concert,2022-01-30,65.0,Music; Documentary,Peter Jackson,John Lennon; Paul McCartney; George Harrison; Ringo Starr; Billy Preston; Yoko Ono; Michael Lindsay-Hogg; George Martin; Mal Evans; Linda McCartney,,WingNut Films; Apple Corps,en,0.0,500000.0
The Beaches of Agnès,Unknown,True,38879.0,The Beaches of Agnès,2008-12-17,110.0,Documentary,Agnès Varda,Agnès Varda; André Lubrano; Blaise Fournier; Vincent Fournier; Andrée Vilar; Stéphane Vilar; Christophe Vilar; Rosalie Varda; Mathieu Demy; Christophe Vallaux,family history; old photograph; woman director; documentary; experimental cinema; experimental surrealism; experimental film; stock of memories,Ciné-Tamaris; ARTE France Cinéma,fr,0.0,0.0
